v1,v2
706,1071
706,998
706,1078
706,883
706,1269
1155,1193
1155,332
1155,1231
1155,692
1155,689
1155,1179
1155,187
1155,705
1155,1009
1155,754
1155,757
1155,649
1155,160
1155,257
1155,137
1155,244
1155,752
1155,401
1155,1117
1155,1029
1155,779
1155,942
1155,139
1155,309
1155,751
1155,241
1155,195
1155,812
1155,432
1155,1127
1155,586
1155,480
1155,1219
1155,45
1155,1247
1155,601
1155,787
1155,709
1155,346
1155,327
1155,426
1155,995
1155,918
1155,896
1155,343
1155,122
723,108
723,872
723,833
723,1135
723,941
723,932
723,1267
723,610
723,364
723,414
723,1126
723,471
723,716
723,188
723,296
723,400
723,419
723,1101
723,699
723,967
723,155
723,758
723,725
723,977
723,903
723,493
723,355
723,917
723,648
723,664
723,1104
723,528
723,417
723,1068
723,64
1074,305
1074,387
1074,21
1074,12
1074,865
1074,359
1074,777
1074,584
1074,535
1074,1158
1074,660
1074,464
1074,583
1074,263
1074,1125
1074,8
1074,1034
1074,65
1074,1275
1074,456
1074,159
1074,157
1074,38
1074,744
1074,673
1074,978
1074,862
1074,541
1074,518
1074,492
1074,173
1074,153
1231,747
1231,332
1231,1155
1231,689
1231,1179
1231,133
1231,705
1231,1009
1231,754
1231,757
1231,257
1231,137
1231,244
1231,752
1231,650
1231,401
1231,1029
1231,942
1231,139
1231,411
1231,751
1231,586
1231,1219
1231,45
1231,1247
1231,786
1231,787
1231,419
1231,995
1231,1008
1231,1036
1231,1180
1231,903
1231,1154
1231,623
1231,1084
1231,905
1231,930
1231,896
1231,1014
1231,343
1231,874
1231,122
1231,929
667,242
667,319
667,513
667,429
667,271
667,835
667,1
667,788
667,892
667,1215
667,837
667,399
667,167
667,1266
667,265
667,166
667,56
667,164
667,273
667,902
667,119
667,324
667,652
667,886
667,491
667,3
667,247
667,107
667,1199
667,357
667,889
667,351
667,328
667,798
667,423
667,1108
667,582
668,380
668,458
668,63
668,211
668,726
668,1112
668,990
668,1257
668,323
668,796
668,988
668,521
668,964
668,1271
668,676
668,127
668,881
668,638
668,291
668,1139
668,384
668,78
668,27
668,416
668,821
668,423
668,1159
668,4
668,131
668,505
851,957
851,727
851,1131
851,681
851,499
851,993
851,350
851,1214
851,696
851,341
851,973
851,377
851,450
851,877
851,425
851,102
851,353
851,800
851,911
851,670
851,1090
851,1225
851,1185
851,1260
851,854
851,548
851,486
851,454
851,687
851,123
851,73
851,595
1178,513
1178,397
1178,540
1178,631
1178,568
1178,682
1178,1270
1178,544
1178,459
1178,809
1178,732
1178,1277
1178,288
1178,1169
1178,51
1178,125
1178,368
1178,602
1178,1001
1178,1228
1178,1237
1178,607
1178,491
1178,46
1178,1254
1178,275
1178,653
1178,478
1178,460
1178,1255
1178,339
1178,1032
1178,820
1178,363
1178,627
463,1224
463,386
463,767
463,307
463,706
463,1065
463,248
463,281
463,32
463,551
463,83
463,986
463,19
463,567
463,626
463,154
463,418
463,1220
463,39
463,556
463,1186
463,1256
463,201
463,1250
463,612
463,1061
