v1,v2
2106,2231
2106,2592
2106,2218
2106,3211
2106,127
2106,1991
2106,134
2106,2991
2106,2052
2106,2263
2106,1919
2106,2444
2106,81
2106,2808
2106,1879
2106,3295
2106,464
2106,208
2106,590
2106,2598
2106,684
2106,1893
2106,2047
2106,1439
2106,2631
2106,2963
2106,2357
2106,1266
2106,619
2106,396
2106,1966
2106,885
2106,1773
2106,3577
2106,2285
2106,893
2387,3130
2387,3409
2387,895
2387,1546
2387,2834
2387,3548
2387,917
2387,1762
2387,3237
2387,3092
2387,822
2387,2778
2387,1763
2387,1512
2387,2453
2387,1817
2387,669
2387,1812
2387,399
2387,690
2387,538
2387,754
2387,1205
2387,3052
2387,1009
2387,3190
2387,1591
2387,2581
2387,1184
2387,55
2387,1621
2387,605
2387,1164
1301,3344
1301,2733
1301,3293
1301,750
1301,1787
1301,1581
1301,2240
1301,2996
1301,789
1301,1568
1301,1897
1301,3572
1301,3361
1301,1187
1301,3082
1301,2219
1301,1242
1301,238
1301,2076
1301,852
1301,3329
1301,2585
1301,1234
1301,320
1301,1098
1301,1252
1301,2182
1301,1695
1301,744
1301,853
1301,94
1301,3163
1301,1440
1301,2580
1367,395
1367,708
1367,2416
1367,1193
1367,1041
1367,3112
1367,3240
1367,801
1367,1005
1367,170
1367,1365
1367,537
1367,974
1367,802
1367,1560
1367,2978
1367,177
1367,1786
1367,2201
1367,878
1367,3074
1367,618
1367,1341
1367,622
1367,1815
1367,446
1367,3129
1367,2934
1367,1436
5,2258
5,2825
5,1452
5,969
5,1290
5,3501
5,1075
5,594
5,2850
5,2019
5,1855
5,863
5,1651
5,1295
5,899
5,3061
5,362
5,3502
5,2206
5,2635
5,1622
5,3326
5,2905
5,326
5,2715
5,959
5,172
5,816
5,2767
923,2913
923,895
923,3548
923,3511
923,783
923,1517
923,1418
923,2749
923,2090
923,3237
923,1721
923,1311
923,201
923,3270
923,822
923,2739
923,1824
923,1817
923,377
923,2830
923,670
923,399
923,307
923,690
923,538
923,2722
923,529
923,1433
923,1816
923,428
923,2066
923,1689
923,2338
923,962
923,1091
923,2162
923,466
58,2106
58,289
58,2231
58,2218
58,3211
58,1991
58,2991
58,2263
58,2444
58,81
58,2808
58,1879
58,3295
58,464
58,208
58,590
58,2598
58,684
58,1827
58,1893
58,2047
58,1439
58,2631
58,2357
58,1288
58,619
58,396
58,1966
58,885
58,1773
58,3577
3306,1620
3306,1379
3306,1833
3306,655
3306,1801
3306,84
3306,1953
3306,512
3306,86
3306,2194
3306,1932
3306,3039
3306,1314
3306,1259
3306,2467
3306,2508
3306,2886
3306,679
3306,3054
3306,3556
3306,276
3306,1287
3306,2155
3306,625
3306,47
3306,2620
3306,1415
3306,38
3306,1336
3306,2432
3306,1959
3306,1219
3306,501
3306,1666
3306,3051
3344,1301
3344,302
3344,1614
3344,2733
3344,1048
3344,3293
3344,750
3344,1113
3344,1787
3344,2240
3344,789
3344,1568
3344,1897
3344,676
3344,3572
3344,3361
3344,1187
3344,3082
3344,2219
3344,1567
3344,2498
3344,1242
3344,2076
3344,852
3344,3329
3344,2585
3344,1234
3344,320
3344,1252
3344,2182
3344,1695
3344,744
3344,853
3344,1074
3344,1440
3344,2580
847,183
847,1582
847,2294
847,1700
847,3472
847,2827
847,3544
847,3531
847,129
847,263
847,1410
847,2910
847,3087
847,1992
847,2782
847,639
847,3039
847,2870
847,3145
847,299
847,2719
847,2810
847,2527
847,679
847,1357
847,3070
847,1981
847,625
847,1118
847,3393
847,2863
847,3205
847,1470
847,1219
847,501
847,314
847,3051
302,3344
302,955
302,1614
302,2733
302,750
302,1113
302,1581
302,3443
302,2240
302,2056
302,2289
302,3166
302,1655
302,789
302,676
302,414
302,2219
302,2761
302,1567
302,3046
302,1242
302,495
302,942
302,2958
302,1627
302,1384
302,852
302,2919
302,1872
302,1252
302,2182
302,1716
302,744
302,3300
302,950
302,1074
302,1672
302,2580
3390,2834
3390,917
3390,694
3390,3495
3390,583
3390,2416
3390,3261
3390,1041
3390,3112
3390,3240
3390,2778
3390,801
3390,1512
3390,3008
3390,1737
3390,1005
3390,2442
3390,537
3390,974
3390,802
3390,2978
3390,2589
3390,1043
3390,2398
3390,1786
3390,878
3390,618
3390,3583
3390,1184
3390,3416
3390,1341
3390,622
955,302
955,1680
955,1614
955,1937
955,3293
955,1787
955,1581
955,2847
955,3443
955,2240
955,2056
955,3166
955,1655
955,676
955,414
955,3516
955,2761
955,3046
955,2498
955,1242
955,495
955,87
955,942
955,2958
955,1627
955,1384
955,2919
955,1735
955,1872
955,216
955,1941
955,1503
955,649
955,1252
955,853
955,2552
955,3300
955,950
955,1074
3176,2790
3176,289
3176,913
3176,1119
3176,1260
3176,123
3176,2808
3176,1346
3176,2859
3176,635
3176,2927
3176,3466
3176,2003
3176,1465
3176,1057
3176,1052
3176,3071
3176,2586
3176,2725
3176,3104
3176,3019
3176,3517
3176,3526
3176,2698
3176,3355
3176,3297
3176,2882
3176,3506
3176,3540
3176,103
2475,1112
2475,214
2475,2847
2475,1644
2475,2772
2475,1417
2475,1171
2475,2289
2475,3368
2475,2501
2475,2576
2475,2192
2475,2282
2475,883
2475,1429
2475,587
2475,1529
2475,444
2475,457
2475,2672
2475,1131
2475,1496
2475,1557
2475,2165
2475,1525
2475,317
2475,662
2475,772
2475,3496
2475,1010
2475,1538
3223,860
3223,995
3223,2222
3223,1119
3223,2529
3223,123
3223,2177
3223,1346
3223,160
3223,245
3223,3285
3223,3
3223,2927
3223,194
3223,1731
3223,3466
3223,1168
3223,2970
3223,2244
3223,2725
3223,1248
3223,3255
3223,3104
3223,3019
3223,2856
3223,3358
3223,1448
3223,1592
3223,3506
3223,3540
3223,3581
3223,2
3223,1277
3223,3310
3223,386
1923,153
1923,820
1923,2821
1923,426
1923,812
1923,1951
1923,1133
1923,543
1923,838
1923,1779
1923,1014
1923,3206
1923,1023
1923,491
1923,2324
1923,1840
1923,2367
1923,228
1923,189
1923,560
1923,638
1923,1027
1923,1707
1923,2626
1923,3329
1923,916
1923,1098
1923,873
1923,1353
1923,195
1923,502
1923,1378
1923,2356
2142,2610
2142,2560
2142,239
2142,2777
2142,2584
2142,1924
2142,2222
2142,1119
2142,1260
2142,2529
2142,123
2142,972
2142,2177
2142,1038
2142,160
2142,3285
2142,3381
2142,2927
2142,551
2142,194
2142,450
2142,2419
2142,2992
2142,2244
2142,2315
2142,2414
2142,2124
2142,2856
2142,2643
2142,2823
2142,1277
183,847
183,1582
183,3448
183,3320
183,930
183,2951
183,794
183,2100
183,3472
183,2827
183,2010
183,2734
183,2005
183,2328
183,3278
183,1410
183,2910
183,2977
183,3087
183,648
183,1992
183,2782
183,639
183,2870
183,741
183,484
183,448
183,2719
183,2114
183,2527
183,719
183,2457
183,2976
183,1357
183,2020
183,625
183,3393
183,2863
183,1600
183,3456
183,2275
183,1705
183,314
183,1036
183,791
183,1874
1209,1180
1209,1452
1209,659
1209,969
1209,840
1209,1075
1209,1250
1209,3418
1209,669
1209,1272
1209,1295
1209,899
1209,362
1209,1928
1209,2206
1209,754
1209,1622
1209,2905
1209,1205
1209,3190
1209,490
1209,2118
1209,1482
1209,1584
1209,959
1209,402
1209,2656
1209,1456
1209,1814
1209,2767
1209,1683
1681,246
1681,742
1681,651
1681,2271
1681,1196
1681,1302
1681,1026
1681,2859
1681,3152
1681,2922
1681,3316
1681,2970
1681,2085
1681,3423
1681,2671
1681,1988
1681,330
1681,1248
1681,1637
1681,3318
1681,300
1681,1541
1681,3559
1681,709
1681,3235
1681,1177
1681,993
1681,1601
1681,3164
1681,2531
1681,3581
1681,960
1681,3310
255,515
255,153
255,2258
255,650
255,820
255,533
255,2821
255,1133
255,2996
255,543
255,1290
255,1779
255,1014
255,3206
255,491
255,2893
255,189
255,3502
255,560
255,3326
255,1733
255,238
255,2626
255,607
255,326
255,2469
255,50
255,161
255,1353
255,2556
255,3163
2334,60
2334,821
2334,1774
2334,382
2334,2059
2334,150
2334,1392
2334,3201
2334,3198
2334,34
2334,2648
2334,2771
2334,2954
2334,41
2334,2567
2334,1485
2334,1678
2334,452
2334,3017
2334,2481
2334,327
2334,964
2334,349
2334,304
2334,2456
2334,353
2334,2024
2334,3475
2334,98
650,515
650,2258
650,255
650,2688
650,820
650,533
650,101
650,540
650,3007
650,2965
650,1290
650,2829
650,1797
650,2850
650,2019
650,1629
650,2067
650,2893
650,3061
650,3502
650,2635
650,3326
650,1733
650,2626
650,326
650,2469
650,50
650,161
650,1353
650,1933
650,473
650,23
650,2006
895,2913
895,2387
895,923
895,1546
895,3548
895,3511
895,1762
895,1213
895,783
895,1517
895,2749
895,2090
895,3237
895,1721
895,1311
895,3092
895,3337
895,3270
895,822
895,2778
895,2453
895,1817
895,2830
895,399
895,307
895,690
895,538
895,2722
895,529
895,1433
895,754
895,3052
895,1689
895,490
895,2118
895,3114
895,1184
895,55
895,2162
895,1621
895,466
895,605
895,1164
2688,2258
2688,2560
2688,650
2688,2825
2688,995
2688,533
2688,101
2688,123
2688,3007
2688,2965
2688,1290
2688,160
2688,3501
2688,1797
2688,2850
2688,2019
2688,1629
2688,2067
2688,3061
2688,3502
2688,2635
2688,3326
2688,326
2688,2469
2688,50
2688,1448
2688,1933
2688,473
2688,23
860,246
860,742
860,3223
860,2428
860,2271
860,1495
860,3503
860,245
860,3285
860,3
860,2922
860,194
860,3387
860,1168
860,1025
860,2970
860,3423
860,188
860,3255
860,3222
860,3318
860,709
860,3526
860,3358
860,1177
860,993
860,1601
860,3164
860,1592
860,3506
860,3581
860,960
860,2
860,581
860,3310
860,386
163,532
163,809
163,760
163,2911
163,720
163,2421
163,439
163,1594
163,435
163,3224
163,2002
163,1412
163,447
163,975
163,144
163,1338
163,728
163,2868
163,1422
163,3522
163,3175
163,356
163,3217
163,2939
163,2300
163,145
163,1385
163,2726
163,2704
163,498
163,3041
163,2909
163,2441
163,3140
163,961
163,251
163,2872
163,3487
163,588
163,3486
163,2268
163,2262
820,515
820,153
820,1923
820,255
820,650
820,533
820,2821
820,1471
820,812
820,1951
820,1133
820,2996
820,540
820,543
820,2829
820,838
820,1779
820,1014
820,3206
820,1023
820,491
820,1840
820,2367
820,2893
820,228
820,189
820,560
820,638
820,1733
820,238
820,1027
820,1707
820,2626
820,916
820,1098
820,873
820,607
820,2469
820,50
820,161
820,1353
820,2556
820,195
820,502
820,1378
820,2006
820,2356
820,3163
1680,955
1680,1112
1680,1937
1680,2847
1680,3443
1680,1644
1680,2772
1680,1417
1680,2289
1680,3166
1680,1655
1680,676
1680,414
1680,3516
1680,2192
1680,2761
1680,3046
1680,2498
1680,495
1680,87
1680,2672
1680,1627
1680,2919
1680,1735
1680,1557
1680,1872
1680,216
1680,1941
1680,1503
1680,649
1680,662
1680,772
1680,3496
1680,2552
1680,3300
1680,950
2777,2610
2777,239
2777,2142
2777,909
2777,1924
2777,2222
2777,2781
2777,3137
2777,2896
2777,3503
2777,972
2777,2177
2777,1038
2777,3285
2777,3381
2777,3523
2777,551
2777,194
2777,450
2777,2419
2777,988
2777,188
2777,2244
2777,570
2777,2315
2777,2414
2777,2302
2777,2856
2777,1850
2777,2902
2777,1592
2777,2342
2777,2823
2777,1277
2790,88
2790,3176
2790,2862
2790,651
2790,913
2790,3288
2790,2110
2790,3185
2790,830
2790,3238
2790,1634
2790,635
2790,1192
2790,2812
2790,2880
2790,1253
2790,2227
2790,2671
2790,3071
2790,2586
2790,259
2790,2666
2790,1020
2790,2209
2790,1883
2790,2698
2790,3355
2790,1194
2790,3297
2790,1402
2790,105
2790,2550
2790,2050
2790,2111
2790,2189
545,234
545,2560
545,3183
545,340
545,2825
545,15
545,3313
545,594
545,97
545,841
545,1855
545,3311
545,863
545,1651
545,686
545,2095
545,2756
545,1676
545,2813
545,415
545,159
545,3194
545,1081
545,2715
545,3162
545,350
545,172
545,2546
545,1527
1112,2475
1112,1680
1112,1937
1112,214
1112,2847
1112,1644
1112,2772
1112,1417
1112,1171
1112,2289
1112,3368
1112,2501
1112,2576
1112,2192
1112,2282
1112,991
1112,883
1112,1429
1112,587
1112,1529
1112,444
1112,457
1112,2672
1112,1131
1112,1496
1112,627
1112,1557
1112,2165
1112,1525
1112,317
1112,662
1112,772
1112,3496
1112,949
1112,1010
1112,3207
1180,2913
1180,1209
1180,3548
1180,723
1180,1776
1180,783
1180,1517
1180,2717
1180,862
1180,3237
1180,1721
1180,840
1180,1075
1180,151
1180,3418
1180,669
1180,1272
1180,399
1180,1928
1180,2102
1180,690
1180,538
1180,754
1180,3102
1180,1205
1180,490
1180,2118
1180,1482
1180,1584
1180,959
1180,3507
1180,2656
1180,1688
1180,1456
1180,1814
1180,2767
1180,934
1180,1683
1180,466
1180,2599
1180,1164
1092,480
1092,562
1092,1138
1092,882
1092,2483
1092,1414
1092,886
1092,2971
1092,2466
1092,1837
1092,1929
1092,2290
1092,3242
1092,2658
1092,525
1092,2212
1092,2758
1092,1215
1092,2544
1092,3533
1092,868
1092,3468
1092,1588
1092,2409
1092,1649
1092,2972
1092,620
1092,2678
1092,941
1092,1748
1092,2277
1092,2492
1092,1863
1092,1185
1092,1226
1092,1889
1092,837
1092,325
1092,2597
1092,1566
53,2231
53,2218
53,127
53,134
53,2052
53,81
53,2227
53,3295
53,2586
53,2666
53,208
53,590
53,457
53,1827
53,1439
53,2631
53,2963
53,1288
53,2253
53,1266
53,396
53,1966
53,3168
53,2285
53,2550
53,2111
53,2506
53,893
53,1864
3571,3130
3571,2955
3571,2579
3571,3419
3571,85
3571,3136
3571,732
3571,2754
3571,3077
3571,120
3571,3184
3571,45
3571,21
3571,3508
3571,410
3571,1526
3571,958
3571,2086
3571,377
3571,670
3571,999
3571,2625
3571,198
3571,3171
3571,2350
3571,2066
3571,2338
3571,962
3571,2846
3571,584
3571,3451
3571,910
3571,2089
3571,191
3571,3309
909,239
909,2777
909,2781
909,3137
909,1260
909,3192
909,3563
909,2896
909,3503
909,972
909,2169
909,34
909,1038
909,3523
909,551
909,1853
909,2003
909,450
909,1057
909,1052
909,2419
909,2992
909,988
909,570
909,1065
909,2315
909,2414
909,2198
909,2807
909,2124
909,2302
909,3517
909,3526
909,1850
909,2902
909,392
909,2891
909,2882
909,2342
909,2944
909,103
909,1066
909,722
1614,3344
1614,302
1614,955
1614,2733
1614,1048
1614,3293
1614,750
1614,1113
1614,1787
1614,3443
1614,2240
1614,2289
1614,3166
1614,789
1614,676
1614,414
1614,1187
1614,3082
1614,2219
1614,2761
1614,1567
1614,3046
1614,2498
1614,1242
1614,942
1614,852
1614,2919
1614,2585
1614,1735
1614,1234
1614,1872
1614,320
1614,1941
1614,1503
1614,1252
1614,744
1614,853
1614,1074
1614,1440
1614,2580
340,234
340,3183
340,545
340,3575
340,821
340,1774
340,1411
340,382
340,2059
340,3201
340,2169
340,2648
340,2771
340,729
340,3313
340,2954
340,1485
340,97
340,3157
340,1678
340,841
340,452
340,3311
340,3017
340,686
340,2481
340,2348
340,2095
340,2756
340,964
340,349
340,1676
340,814
340,2813
340,415
340,159
340,3194
340,2057
340,2304
340,1273
340,1081
340,350
340,353
340,2891
340,2024
340,2546
340,1195
340,1527
340,2018
3030,2955
3030,694
3030,1659
3030,732
3030,1046
3030,45
3030,2614
3030,3112
3030,1342
3030,410
3030,2516
3030,397
3030,2232
3030,3392
3030,2743
3030,999
3030,198
3030,3171
3030,1043
3030,177
3030,939
3030,1186
3030,1667
3030,3416
3030,3319
3030,1574
3030,3343
3030,379
3030,2101
3030,1406
3030,2089
3030,1715
3030,819
3030,3309
2825,2258
2825,2560
2825,3183
2825,5
2825,2688
2825,545
2825,15
2825,3007
2825,1290
2825,3501
2825,1797
2825,594
2825,2850
2825,2019
2825,1855
2825,1629
2825,2067
2825,863
2825,1651
2825,2095
2825,3061
2825,362
2825,1676
2825,2206
2825,2635
2825,326
2825,2715
2825,172
2825,816
2825,1933
2825,473
3020,1359
3020,2895
3020,3142
3020,315
3020,1245
3020,2750
3020,687
3020,3520
3020,1743
3020,1820
3020,3028
3020,716
3020,3396
3020,1794
3020,1558
3020,2822
3020,2472
3020,1819
3020,324
3020,3582
3020,351
3020,548
3020,3221
3020,2438
3020,409
3020,1990
3020,1862
3020,2434
3020,2806
3020,1645
3020,3484
3020,2103
3020,1930
3020,2220
3020,856
3020,914
3020,1768
3020,508
3020,1515
531,760
531,2911
531,2228
531,2421
531,2818
531,435
531,185
531,144
531,3481
531,1175
531,3569
531,3535
531,1366
531,3562
531,2868
531,1422
531,1469
531,2109
531,367
531,2726
531,3110
531,1983
531,498
531,2391
531,2909
531,3373
531,348
531,3140
531,2193
531,3487
2317,818
2317,641
2317,2640
2317,3133
2317,2837
2317,2248
2317,3097
2317,292
2317,248
2317,2313
2317,138
2317,1947
2317,335
2317,1846
2317,626
2317,3118
2317,2035
2317,3021
2317,1887
2317,1100
2317,1140
2317,1980
2317,1103
2317,1069
2317,2650
2317,2370
2317,695
2317,2855
2317,1636
2317,2009
2317,628
2317,1121
2317,1767
2317,2279
2317,3107
1546,2913
1546,2387
1546,895
1546,1218
1546,3548
1546,1762
1546,1213
1546,2090
1546,3237
1546,3092
1546,3337
1546,822
1546,2778
1546,1512
1546,2453
1546,2946
1546,1817
1546,2830
1546,399
1546,307
1546,690
1546,538
1546,529
1546,1433
1546,754
1546,428
1546,3052
1546,1689
1546,3114
1546,1184
1546,55
1546,1621
1546,1607
1546,1692
1546,605
1546,1313
1546,210
1546,1164
480,1092
480,562
480,1138
480,882
480,2483
480,249
480,886
480,2466
480,1837
480,1929
480,2290
480,2658
480,2655
480,525
480,2212
480,645
480,1215
480,2544
480,868
480,3468
480,1588
480,2409
480,1649
480,941
480,1748
480,2277
480,1863
480,1226
480,2316
480,837
480,325
480,2597
480,1566
289,2106
289,58
289,3176
289,2231
289,2218
289,3211
289,1991
289,2991
289,2263
289,2444
289,81
289,2808
289,1879
289,3295
289,2586
289,464
289,208
289,590
289,2598
289,684
289,1827
289,1893
289,2047
289,1439
289,2631
289,2357
289,2253
289,1266
289,619
289,396
289,1966
289,885
289,1773
289,3577
289,1864
1937,955
1937,1680
1937,1112
1937,2847
1937,3443
1937,1644
1937,2772
1937,1417
1937,2289
1937,3166
1937,1655
1937,676
1937,414
1937,3516
1937,2192
1937,2761
1937,3046
1937,2498
1937,495
1937,87
1937,942
1937,2672
1937,1627
1937,2919
1937,1735
1937,1557
1937,1872
1937,216
1937,1941
1937,1503
1937,649
1937,662
1937,772
1937,2552
1937,3300
1937,950
577,1431
577,1936
577,592
577,1249
577,3292
577,200
577,213
577,2926
577,1370
577,2449
577,496
577,1608
577,1548
577,1004
577,471
577,2167
577,2075
577,24
577,3095
577,3072
577,2184
577,1710
577,2873
577,1502
577,77
577,3135
577,148
577,1934
577,2668
577,2131
2862,88
2862,2790
2862,1552
2862,2349
2862,651
2862,913
2862,3288
2862,2110
2862,1026
2862,3185
2862,2859
2862,523
2862,286
2862,830
2862,3238
2862,1634
2862,635
2862,1192
2862,449
2862,1731
2862,2695
2862,2812
2862,2880
2862,1253
2862,2227
2862,2671
2862,3071
2862,1757
2862,2586
2862,1988
2862,259
2862,2666
2862,330
2862,1020
2862,300
2862,271
2862,2209
2862,1883
2862,2698
2862,3355
2862,1194
2862,3297
2862,2531
2862,1402
2862,105
2862,2550
2862,2050
2862,2111
2862,2189
1552,2862
1552,101
1552,3288
1552,540
1552,3007
1552,2965
1552,2829
1552,245
1552,523
1552,1797
1552,3238
1552,1192
1552,3316
1552,1731
1552,1168
1552,1629
1552,228
1552,1757
1552,1248
1552,638
1552,1637
1552,3559
1552,3235
1552,1883
1552,2469
1552,1194
1552,1448
1552,473
1552,1402
1552,23
1552,105
1552,2006
1552,386
1218,1546
1218,1213
1218,3404
1218,291
1218,3147
1218,345
1218,2112
1218,696
1218,1555
1218,3337
1218,1512
1218,2497
1218,1952
1218,2946
1218,1255
1218,869
1218,3114
1218,3098
1218,1579
1218,1536
1218,1049
1218,2373
1218,1607
1218,1692
1218,605
1218,2480
1218,210
1218,2440
1218,2779
3324,767
3324,3448
3324,930
3324,1435
3324,1395
3324,609
3324,794
3324,2569
3324,3472
3324,3391
3324,2977
3324,648
3324,2229
3324,3057
3324,3189
3324,448
3324,141
3324,2719
3324,2403
3324,2527
3324,3345
3324,2547
3324,1587
3324,2904
3324,1203
3324,3456
3324,2275
3324,1705
3324,3407
3324,791
2349,88
2349,2862
2349,651
2349,3288
2349,2110
2349,1302
2349,1026
2349,286
2349,830
2349,3238
2349,1192
2349,3316
2349,449
2349,1731
2349,2695
2349,2812
2349,2880
2349,1253
2349,2085
2349,2671
2349,1988
2349,330
2349,1020
2349,1637
2349,300
2349,271
2349,1541
2349,3559
2349,3235
2349,1883
2349,1194
2349,2531
2349,1402
2349,105
2349,2189
746,2106
746,2592
746,2218
746,127
746,723
746,134
746,2052
746,1919
746,2717
746,2444
746,3287
746,151
746,1879
746,3015
746,3018
746,2102
746,464
746,208
746,3102
746,1816
746,684
746,3230
746,2629
746,2963
746,470
746,268
746,2711
746,619
746,396
746,885
746,465
746,1773
746,1688
746,934
746,1778
746,2285
746,893
2834,3130
2834,3409
2834,2387
2834,3390
2834,917
2834,694
2834,1762
2834,827
2834,3092
2834,1250
2834,2778
2834,1763
2834,1512
2834,1737
2834,2442
2834,1812
2834,2232
2834,1043
2834,3052
2834,1009
2834,2398
2834,3190
2834,1591
2834,2581
2834,1184
2834,3416
2834,402
2834,55
2834,1621
2834,3196
2834,622
2834,2101
2231,2106
2231,58
2231,53
2231,289
2231,2218
2231,3211
2231,1991
2231,134
2231,2991
2231,2052
2231,2263
