Feature_Name,Score
VEGFA,0.2228642271840453
PCP4,0.2212603549478782
IL4R,0.2209642617724068
CLIC4,0.2195967196026687
KLF6,0.21930523357360432
S100A14,0.21876106246561244
ERO1B,0.2186458475631632
AMY2A,0.21713461368115095
ANGPTL4,0.21657147698246693
MUC1,0.21589995285135943
S100A10,0.21587581968069225
NBL1,0.2157523619125108
HSPG2,0.2153053497767652
CALY,0.21449423594819184
STX1A,0.21381041755288122
PAPSS2,0.21358840818858793
F10,0.212449823953198
SPTBN1,0.21209249876076663
PPP1R15A,0.2120080380836411
COL18A1,0.21145222556063148
FABP5,0.21005588824263732
CTSZ,0.20957827593039058
PFKFB3,0.2073497942640814
RHOB,0.2026042163256525
C11orf96,0.20258925200473854
PRSS23,0.20146095227777217
ENG,0.19929195147484524
CSNK1E,0.1975278709046706
MAP1B,0.19677959469831485
PHLDA2,0.19584810869194458
IER2,0.1953276000508155
TYMP,0.19493221044475728
SYNGR4,0.194863423354398
ACTN4,0.19444944550810517
PHLDA1,0.1936657190090827
TFPI2,0.19358249564662566
TPM4,0.19356848199526144
SMAD3,0.19253161010439124
EFNA1,0.19226541207137027
VSTM2L,0.1918058514889971
MARCKSL1,0.19130390969014233
AKR1C3,0.19103201240308332
TSC22D1,0.19057461673702836
C2CD4B,0.190365453956586
CDKN1A,0.18979702668941556
SPARC,0.18740416977901164
INHBA,0.18651275525676958
FEV,0.18510150567370198
CYR61,0.18506390626320313
PPAP2B,0.18474609177271661
MMP7,0.1844947259221561
DUSP5,0.1843480515224063
G0S2,0.183608351253024
COL6A2,0.18268962790687526
KCTD12,0.18248812655060442
PLAUR,0.18200157565622366
HIF1A,0.18160650296673353
GPX1,0.1811041628212946
ELF3,0.18104864470699678
PXDN,0.18061701726336343
PNP,0.1793742390474944
IGFBP4,0.1789864353931634
FKBP1A,0.1770854702605411
TGIF1,0.17628530957005273
DUSP1,0.17583197123245675
CFB,0.17542581583797423
ADAMTS9,0.1753776194964045
MALL,0.1745733268504055
SERPINE1,0.1744375815643977
GSTA2,0.17435047686140637
EPAS1,0.17382095933368635
COTL1,0.1737489032269579
ZFP36,0.16937704821049726
ID3,0.16937415947183387
CA12,0.16934125943736378
CNP,0.1686448311080757
CAMK2G,0.16780949354247499
DAB2IP,0.16750275994714103
PCDH17,0.16690445434979928
TINAGL1,0.16654891435035912
CCL2,0.16648213201002804
ADAMTS4,0.16623334137313472
SMIM3,0.16614578475237218
SEMA7A,0.16597092174606365
ETS1,0.16393359681498598
ERRFI1,0.1633012254742816
TUBB2B,0.16311993778299572
GLUL,0.1626137668777372
FGF2,0.16210554651966635
FXYD6,0.16150115000053145
ITGB6,0.1604633974731029
PPARD,0.15967884064783266
ITGA3,0.1581146544129277
C1orf106,0.15679954932315532
IER5L,0.1566075510391265
SERPINH1,0.15639401538753184
PODXL,0.15600102826163065
GSTA1,0.1559933382074754
PTP4A3,0.15566362110952392
TPPP3,0.15482405436356173
ANXA3,0.1540144862949604
CALD1,0.15354557170770944
MT1G,0.1534829271657081
GYPC,0.15345030153767736
MFSD2B,0.15284132218829471
TFPI,0.15266587716365132
HK1,0.15265676476072132
COL6A1,0.1525546862607432
SLC4A4,0.1523780557433052
KIF1A,0.1516254218168993
KRT80,0.15149949736179957
C3,0.15139259389943005
GRIA3,0.15102191359581196
ANXA4,0.15054199107325772
FOS,0.1497268234040381
NAMPT,0.14947870121073725
RASD1,0.14858621113174886
HSPA1A,0.14831618760978316
GSN,0.1481354115908866
CTSD,0.14784262853446384
PTGR1,0.1478033043590785
SLC43A3,0.14763767323480748
FHL2,0.14743957984806189
DLK1,0.14719196661163858
LIMS1,0.14692743483051451
F3,0.1468899404690336
AQP3,0.14681316481391082
MT1E,0.14591168736339455
TGFA,0.1457715200425449
SLC2A1,0.14531539029508656
BGN,0.14518737828358574
AHNAK,0.14515314338330976
PPAP2C,0.14415054090681512
CDCP1,0.14389005707781788
CAPG,0.14272453355444226
CCND1,0.1426148846862758
C1S,0.14249100399515457
PDGFRB,0.1421493350927152
STC1,0.14198896478641165
CTSB,0.14135515534524856
UCN3,0.14076587820003628
ABCC8,0.14015013446479108
UPP1,0.13964859370423532
AKR1C2,0.13955267783819147
EGR1,0.13888704811043295
STMN2,0.13857358184534974
C1QL1,0.13754004282468602
CTSL,0.13743898168420765
NEUROD1,0.136992728724465
JUN,0.1368712887480248
ID4,0.13626717126441568
ECE1,0.1359429564905188
CXCL17,0.13587989954957802
AADAC,0.13549640890596315
LMCD1,0.1349578770426878
HSPA1B,0.1348807374485821
NPTX2,0.13453075899361222
PTPN12,0.1333875973528813
EGFL7,0.1328267157531311
LY6E,0.1322641688749968
UGCG,0.13199418381811734
THBD,0.13167314346339287
MAFB,0.13157663995087132
MKNK2,0.13119253160346478
MGLL,0.1310220503323194
PDLIM4,0.12974958264556458
PTRF,0.1290297302933614
NOTCH2,0.12878480542240034
HES4,0.12869179472620118
COL4A1,0.1286395546364143
ST3GAL1,0.128544196254341
CEBPD,0.12850590508281412
MAFF,0.12837341980011008
SMIM24,0.1283190130533609
HMOX1,0.1282873380598204
HOPX,0.1279694076478366
AEBP1,0.12796320916361958
EHD4,0.1277494667020127
SDCBP2,0.12774625671880813
SORL1,0.12774301890326534
TGM2,0.12732400132412547
CAV2,0.1271602640704299
HAMP,0.12678746243572414
C10orf10,0.12661299264750703
IFITM1,0.12640798930598152
FSTL1,0.12610848078181647
IL1R1,0.12593742785360407
TCF4,0.1255850255844284
SCGB2A1,0.12549814477146848
DYNLT3,0.12532144574980641
BTG2,0.12471913705604099
SH3BP4,0.12470573355251657
LGALS4,0.12434637449654007
RAB31,0.12411801986748028
KCNE4,0.12396157386013629
DUOXA2,0.12316645580922359
TNS1,0.12314992587020779
PLAU,0.12281877430905697
TMEM45B,0.12179726858377915
SPHK1,0.12039405340986553
NFKB1,0.12038511399125529
ALB,0.12038326027088253
LOXL4,0.11997150775378307
ZC3H12A,0.1198925731486784
RAI14,0.11978592310797342
PLEC,0.11921575187181288
COL1A1,0.11907649471422044
CFC1,0.11907190813207524
ATF3,0.11865847243886485
WWTR1,0.11776971226028943
MAFA,0.1174896803629264
METRNL,0.11747838938006616
PPP1R18,0.11734149944660865
HPCAL1,0.11724053183011485
