Feature_Name,Score
PNLIPRP1,0.4681314091181066
PMEPA1,0.44614616567303056
TACSTD2,0.44488166538201135
PNLIPRP2,0.43615217249426674
CD24,0.432589729639115
KLK1,0.4297656126546858
PCSK2,0.42775355798575454
TMEM176B,0.42615681247620874
KRT7,0.41976146383440405
PRSS3,0.4183887452264652
KRT18,0.39974173038461913
CDC42EP1,0.39902224026345756
GP2,0.39248649488290255
MGST1,0.38742627811680697
ZFP36L1,0.3873384133200952
NLRP1,0.3794661129559369
RNASE1,0.37677283332289324
GC,0.36780181485593655
CTRL,0.36483998340723245
MUC13,0.36051046841664025
SDC4,0.3586620430092342
CUZD1,0.35694625353289977
CELA2B,0.35582899647156685
PPP1R1A,0.35555138717119794
UCHL1,0.3513287931543325
MSN,0.34451875245692287
FOXD2,0.34343933877964217
IGFBP7,0.33831270798065916
ANPEP,0.3354029210565841
PRSS8,0.3332527522860915
S100A16,0.3287841574918957
ALDH1A1,0.3271618847986879
REG1P,0.3268944613835667
PDZK1IP1,0.32184129597169164
IFITM2,0.31855175503553257
IGFBP2,0.3172727478481918
LAD1,0.30642819104011787
KRT19,0.3062768391570443
GNG4,0.30265074560902994
HADH,0.3021308630117798
TM4SF1,0.3017706783805476
IRX2,0.30110236845684435
HMGA1,0.2954009745458168
ITGA2,0.2951729433508046
PAX6,0.2855725192781402
SOX4,0.2840647843750843
LCN2,0.2837872715684968
C8orf4,0.2828900781257757
GDF15,0.2823138638907121
ITGA5,0.2792200402457463
LITAF,0.27337658256439346
OAF,0.27319662707770354
FLNA,0.27152066879413495
RGS4,0.26964508710913027
UGDH,0.26822801167201415
IGF2,0.26751571446102806
CLDN1,0.26607985857019223
JUP,0.265010610427177
LAMB3,0.26283895243461197
PLIN2,0.2615957317431499
ETS2,0.25918706138355274
PCSK1,0.255376378513156
PALLD,0.25460378377948256
TUBB6,0.2543116654811244
REG3G,0.2530709285125168
TPM1,0.2522180370713367
TM4SF4,0.2505835079293388
MMP14,0.2469535080458667
CNIH2,0.2468475059444879
RBP4,0.24574935066976966
LGALS3,0.245588814596037
SERPING1,0.24554538233641532
CEBPB,0.2433086114132852
SMOC1,0.2419805280837366
FXYD5,0.24192060226612178
LGALS1,0.24174109116194842
FXYD2,0.23898113861394732
CD9,0.2384977925470051
CLDN4,0.23798622696786476
LAMC2,0.2379362338826012
VIM,0.2371023190883106
CD59,0.23611494786705833
SERINC2,0.23089733785211486
ALDOB,0.22749030282374827
C2CD4A,0.22687627958602885
PAPPA2,0.2242915999391748
