Feature_Name,Score
Wwc1,0.14063553643618842
Sash1,0.1405533818803164
Muc1,0.14052974394008455
Ctsh,0.14040720927621253
Dusp16,0.14029878379712546
Ucp2,0.1399938159158567
Hbegf,0.13961791258041956
Nid1,0.13961736801397517
Tmem27,0.13895035064734707
Cadm1,0.13891221577297008
Cdk6,0.13856080142470573
Chka,0.13822822548115266
Nes,0.13725136949313077
Tjp2,0.13714546228779634
Flt4,0.13676915930966205
Npc2,0.13622192639357955
Snap25,0.13577137865377775
Rhou,0.13571240113649363
Ajuba,0.13518668055046135
Ier5l,0.13409451059206345
Nupr1,0.13340087001061152
Ctla2b,0.13304612450701114
Notch1,0.13303806409187402
Rhoj,0.13260115182852816
Elovl7,0.13225243277284626
Axl,0.13206140257406718
Clec14a,0.13202270964514362
Sema3f,0.13189670057104852
Agrn,0.13164482149020484
Rap1gap2,0.13146765771559377
Ap3b2,0.13146687192486528
Slc16a3,0.1313256179811142
S1pr3,0.13077746956192593
Apbb2,0.13066242288870322
Cx3cl1,0.13042460859268834
Smtn,0.1301253911940301
Neurod1,0.13009109129083196
Tinagl1,0.1298614053322238
Cftr,0.12954103707599396
Igfbp5,0.12937643664332832
Pla2g7,0.12916027193804203
Marcks,0.12864741407465274
Etv1,0.12847963220687575
Ndufa4l2,0.1284756704923904
Itpripl2,0.12731077202902696
Sdc1,0.12680866902662702
Adamts1,0.12643467033898936
Lama5,0.12538104256483473
Rps6ka1,0.12515022247024676
Hcls1,0.12452483398595104
Acvrl1,0.12437301688240954
Ctsl,0.12414683686679195
St18,0.1237788109477509
Lpar6,0.12340636248810899
Dbi,0.12272100379245776
Tm4sf4,0.1224373440685631
Gprc5a,0.12191741493945463
Arhgdib,0.12183311109501282
Pamr1,0.12105637075127529
Prickle2,0.12091727222068505
Wnt7a,0.12074368424454773
Adcy4,0.12038565535912538
Serinc2,0.11993690221333342
Crip2,0.1199276882281306
Col15a1,0.11991885735725827
Slco3a1,0.1195709812755914
Pdgfrb,0.11948459344234497
Tspan12,0.11906784568485662
Gsta3,0.11829733871603221
F2r,0.11772236218983556
Nfasc,0.11756323040856342
Pde4b,0.1169826975616397
Cnn2,0.11664242825807625
Bmpr2,0.11644656784658203
Ngf,0.11622746909008708
Mirg,0.11604109081060932
Snrk,0.11602357799654017
Cpa2,0.11599418196109079
Gsta4,0.11569647369180425
Timp2,0.11529748251325023
Ptprz1,0.1149949787053175
Chic1,0.11439684129462213
Gnao1,0.11426661909727454
